DOH_Reg_Office,Fac_County,Fac_ID,Fac_Type,Fac_Name,Week_End_Report_Date,Week_End_Report_Count,Confirmed_In_Facility,Confirmed_Out_Of_Facility,Presumed_In_Facility
Metropolitan Area Regional Office - New York City,QUEENS,001666,NH,ROCKAWAY CARE CENTER,05/05/2020,2,1,1,0
Metropolitan Area Regional Office - New York City,NEW YORK,003089,NH,TERENCE CARDINAL COOKE HEALTH CARE CENTER,05/05/2020,3,2,5,0
Metropolitan Area Regional Office - New York City,QUEENS,006384,NH,NEW YORK CENTER FOR REHABILITATION & NURSING,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,006050,NH,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,05/05/2020,2,1,1,0
Metropolitan Area Regional Office - New York City,NEW YORK,001582,NH,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,05/05/2020,3,2,4,0
Western Regional Office - Buffalo,ORLEANS,000716,NH,THE VILLAGES OF ORLEANS HEALTH AND REHABILITATION CENTER,05/05/2020,2,3,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001712,NH,HOLLISWOOD CENTER FOR REHABILITATION AND HEALTHCARE,05/05/2020,2,0,0,1
Metropolitan Area Regional Office - Long Island,NASSAU,006312,NH,FULTON COMMONS CARE CENTER INC,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000546,NH,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,05/05/2020,3,1,2,1
Metropolitan Area Regional Office - New York City,QUEENS,001703,NH,BROOKHAVEN REHABILITATION & HEALTH CARE CENTER LLC,05/05/2020,1,0,0,1
Western Regional Office - Rochester,MONROE,000442,NH,ST JOHNS HEALTH CARE CORPORATION,05/05/2020,2,3,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001678,NH,FAIRVIEW NURSING CARE CENTER INC,05/05/2020,3,1,0,2
Metropolitan Area Regional Office - New York City,QUEENS,001708,NH,FRANKLIN CENTER FOR REHABILITATION AND NURSING,05/05/2020,3,1,1,0
Metropolitan Area Regional Office - New York City,QUEENS,003256,NH,"HAVEN MANOR HEALTH CARE CENTER,LLC",05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,001710,NH,JAMAICA HOSPITAL NURSING HOME CO INC,05/05/2020,5,2,6,0
Metropolitan Area Regional Office - New York City,NEW YORK,001600,NH,COLER REHABILITATION AND NURSING CARE CENTER,05/05/2020,2,1,3,0
Metropolitan Area Regional Office - New York City,QUEENS,001736,NH,BEACON REHABILITATION AND NURSING CENTER,05/05/2020,2,0,2,0
Metropolitan Area Regional Office - New York City,NEW YORK,001599,NH,VILLAGECARE REHABILITATION AND NURSING CENTER,05/05/2020,1,1,0,0
Central New York Regional Office,ONONDAGA,000655,NH,ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,05/05/2020,2,0,2,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,005670,NH,SCHERVIER PAVILION,05/05/2020,4,4,1,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,003914,NH,ST. JOSEPHS PLACE,05/05/2020,2,1,1,0
Western Regional Office - Buffalo,NIAGARA,000580,NH,NIAGARA REHABILITATION AND NURSING CENTER,05/05/2020,1,0,1,0
Western Regional Office - Rochester,MONROE,000465,NH,THE HURLBUT,05/05/2020,2,2,0,1
Western Regional Office - Rochester,MONROE,000437,NH,"THE SHORE WINDS, LLC",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,NEW YORK,001585,NH,FORT TRYON CENTER FOR REHABILITATION AND NURSING,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000509,NH,MAYFAIR CARE CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,006009,NH,"MEADOWBROOK CARE CENTER, INC",05/05/2020,2,2,0,1
Metropolitan Area Regional Office - Long Island,NASSAU,000548,NH,SUNHARBOR MANOR,05/05/2020,5,6,5,1
Metropolitan Area Regional Office - Long Island,NASSAU,000504,NH,SOUTH SHORE REHABILITATION AND NURSING CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,QUEENS,001711,NH,HIGHLAND CARE CENTER,05/05/2020,5,0,4,3
Western Regional Office - Rochester,MONROE,000431,NH,AARON MANOR REHABILITATION AND NURSING CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000537,NH,OCEANSIDE CARE CENTER INC,05/05/2020,4,3,1,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,002544,NH,CAMPBELL HALL REHABILITATION CENTER INC,05/05/2020,3,2,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000534,NH,A HOLLY PATTERSON EXTENDED CARE FACILITY,05/05/2020,4,1,2,1
Metropolitan Area Regional Office - New Rochelle,ORANGE,007016,NH,GLEN ARDEN INC,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,000691,NH,HIGHLAND REHABILITATION AND NURSING CENTER,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - Long Island,NASSAU,000491,NH,GLENGARIFF REHABILITATION AND HEALTHCARE CENTER,05/05/2020,3,0,1,2
Metropolitan Area Regional Office - Long Island,NASSAU,000517,NH,"ROCKVILLE SKILLED NURSING & REHABILITATION CENTER, LLC",05/05/2020,1,0,0,1
Metropolitan Area Regional Office - New York City,NEW YORK,005907,NH,NORTHERN MANHATTAN REHABILITATION AND NURSING CENTER,05/05/2020,3,1,1,2
Metropolitan Area Regional Office - New York City,QUEENS,001685,NH,LONG ISLAND CARE CENTER INC,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001690,NH,PROMENADE REHABILITATION AND HEALTH CARE CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000521,NH,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,05/05/2020,2,2,1,0
Central New York Regional Office,ONONDAGA,000650,NH,VAN DUYN CENTER FOR REHABILITATION AND NURSING,05/05/2020,5,5,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001694,NH,RESORT NURSING HOME,05/05/2020,2,0,3,0
Metropolitan Area Regional Office - New York City,QUEENS,001672,NH,PENINSULA NURSING AND REHABILITATION CENTER,05/05/2020,2,1,1,0
Central New York Regional Office,ONONDAGA,004323,NH,SYRACUSE HOME ASSOCIATION,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000539,NH,THE FIVE TOWNS PREMIER REHABILITATION & NURSING CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000516,NH,THE GRAND PAVILION FOR REHAB & NURSING AT ROCKVILLE CENTRE,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,NASSAU,000492,NH,EMERGE NURSING AND REHABILITATION AT GLEN COVE,05/05/2020,1,2,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001688,NH,"OCEANVIEW NURSING & REHABILITATION CENTER, LLC",05/05/2020,3,0,4,0
Central New York Regional Office,ONEIDA,000621,NH,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,05/05/2020,1,1,0,0
Western Regional Office - Rochester,MONROE,000464,NH,THE FRIENDLY HOME,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001707,NH,"LAWRENCE NURSING CARE CENTER, INC",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001680,NH,"SAPPHIRE CENTER FOR REHABILITATION AND NURSING OF CENTRAL QUEENS, LLC",05/05/2020,2,0,1,2
Metropolitan Area Regional Office - New York City,NEW YORK,001604,NH,HARLEM CENTER FOR NURSING AND REHABILITATION,05/05/2020,1,1,0,0
Central New York Regional Office,ONONDAGA,000656,NH,BISHOP REHABILITATION AND NURSING CENTER,05/05/2020,3,1,4,0
Metropolitan Area Regional Office - New York City,NEW YORK,001569,NH,ISABELLA GERIATRIC CENTER INC,05/05/2020,6,3,6,3
Metropolitan Area Regional Office - Long Island,NASSAU,004066,NH,NORTH SHORE-LIJ ORZAC CENTER FOR REHABILITATION,05/05/2020,1,0,1,0
Central New York Regional Office,ONONDAGA,000657,NH,"THE COTTAGES AT GARDEN GROVE, A SKILLED NURSING COMMUNITY",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001726,NH,"WEST LAWRENCE CARE CENTER, LLC",05/05/2020,5,1,4,0
Metropolitan Area Regional Office - New York City,QUEENS,001714,NH,HILLSIDE MANOR REHAB & EXTENDED CARE CENTER,05/05/2020,3,5,1,2
Central New York Regional Office,ONONDAGA,000654,NH,CENTRAL PARK REHABILITATION AND NURSING CENTER,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001682,NH,FOREST VIEW CENTER FOR REHABILITATION & NURSING,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,RICHMOND,001750,NH,"CLOVE LAKES HEALTH CARE AND REHABILITATION CENTER, INC",05/05/2020,7,5,5,5
Metropolitan Area Regional Office - Long Island,NASSAU,000559,NH,"EXCEL AT WOODBURY FOR REHABILITATION AND NURSING, LLC",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000538,NH,GARDEN CARE CENTER,05/05/2020,3,2,1,0
Western Regional Office - Rochester,MONROE,000446,NH,BRIGHTON MANOR,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - Long Island,NASSAU,000498,NH,LONG BEACH NURSING AND REHABILITATION CENTER,05/05/2020,4,2,3,1
Metropolitan Area Regional Office - Long Island,NASSAU,004089,NH,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,007745,NH,"ELMHURST CARE CENTER, INC",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,RICHMOND,001755,NH,CARMEL RICHMOND HEALTHCARE AND REHABILITATION CENTER,05/05/2020,3,3,0,0
Central New York Regional Office,ONEIDA,000593,NH,THE GRAND REHABILITATION AND NURSING AT ROME,05/05/2020,3,3,1,0
Capital District Regional Office,RENSSELAER,003293,NH,EDDY MEMORIAL GERIATRIC CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000497,NH,GRANDELL REHABILITATION AND NURSING CENTER,05/05/2020,2,0,6,0
Metropolitan Area Regional Office - New York City,QUEENS,001693,NH,REGO PARK NURSING HOME,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000558,NH,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - Long Island,NASSAU,000560,NH,CENTRAL ISLAND HEALTHCARE,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New York City,QUEENS,001671,NH,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,05/05/2020,7,7,5,0
Metropolitan Area Regional Office - New Rochelle,ORANGE,000702,NH,THE VALLEY VIEW CENTER FOR NURSING CARE AND REHABILITATION,05/05/2020,2,1,1,0
Metropolitan Area Regional Office - New York City,QUEENS,001675,NH,THE GRAND REHABILITATION AND NURSING AT QUEENS,05/05/2020,2,1,2,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000963,NH,SULLIVAN COUNTY ADULT CARE CENTER,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006324,NH,ISLAND NURSING AND REHAB CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,RICHMOND,001749,NH,"SEA VIEW HOSPITAL, REHABILITATION CENTER AND HOME",05/05/2020,4,1,1,3
Metropolitan Area Regional Office - Long Island,SUFFOLK,003041,NH,GOOD SAMARITAN NURSING AND REHABILITATION CARE CENTER,05/05/2020,4,4,0,0
Central New York Regional Office,TIOGA,000973,NH,ELDERWOOD AT WAVERLY,05/05/2020,2,4,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001041,NH,CORTLANDT HEALTHCARE,05/05/2020,5,4,2,0
Metropolitan Area Regional Office - New Rochelle,SULLIVAN,000962,NH,ACHIEVE REHAB AND NURSING FACILITY,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001103,NH,REGENCY EXTENDED CARE CENTER,05/05/2020,2,2,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001094,NH,THE ENCLAVE AT RYE REHABILITATION AND NURSING CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000780,NH,THE WILLOWS AT RAMAPO REHABILITATION AND NURSING CENTER,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,003307,NH,EAST NECK NURSING & REHABILITATION CENTER,05/05/2020,6,7,5,2
Metropolitan Area Regional Office - Long Island,SUFFOLK,000935,NH,OUR LADY OF CONSOLATION NURSING AND REHABILITATIVE CARE CENTER,05/05/2020,5,5,4,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,000910,NH,"OASIS REHABILITATION AND NURSING, LLC",05/05/2020,2,1,2,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001114,NH,SPRAIN BROOK MANOR REHAB,05/05/2020,4,1,2,2
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000774,NH,"NORTHERN RIVERVIEW HEALTH CARE CENTER, INC",05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000951,NH,"ST JOHNLAND NURSING CENTER, INC",05/05/2020,4,7,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006518,NH,PECONIC LANDING AT SOUTHOLD,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000949,NH,BROOKSIDE MULTICARE NURSING CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,007786,NH,HUNTINGTON HILLS CENTER FOR HEALTH AND REHABILITATION,05/05/2020,4,4,0,5
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001077,NH,UNITED HEBREW GERIATRIC CENTER,05/05/2020,1,2,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003433,NH,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,05/05/2020,2,2,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006462,NH,MEDFORD MULTICARE CENTER FOR LIVING,05/05/2020,2,1,0,1
Capital District Regional Office,WARREN,001009,NH,GLENS FALLS CENTER FOR REHABILITATION AND NURSING,05/05/2020,6,6,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001087,NH,CEDAR MANOR NURSING & REHABILITATION CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001090,NH,VICTORIA HOME,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000919,NH,APEX REHABILITATION & CARE CENTER,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001081,NH,SCHAFFER EXTENDED CARE CENTER,05/05/2020,2,1,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003423,NH,BELLHAVEN CENTER FOR REHABILITATION AND NURSING CARE,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001113,NH,"THE NEW JEWISH HOME, SARAH NEUMAN",05/05/2020,5,6,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003928,NH,"BROOKHAVEN HEALTH CARE FACILITY, LLC",05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New York City,RICHMOND,001748,NH,EGER HEALTH CARE AND REHABILITATION CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000778,NH,PINE VALLEY CENTER FOR REHABILITATION AND NURSING,05/05/2020,4,3,1,1
Capital District Regional Office,WARREN,001010,NH,THE PINES AT GLENS FALLS CENTER FOR NURSING & REHABILITATION,05/05/2020,2,2,1,0
Western Regional Office - Rochester,SENECA,000863,NH,"SENECA NURSING & REHABILITATION CENTER, LLC",05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000920,NH,CARILLON NURSING AND REHABILITATION CENTER,05/05/2020,2,1,1,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,006460,NH,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003630,NH,YORKTOWN REHABILITATION & NURSING CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000931,NH,SUNRISE MANOR CENTER FOR NURSING AND REHABILITATION,05/05/2020,3,1,2,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,000888,NH,SUFFOLK CENTER FOR REHABILITATION AND NURSING,05/05/2020,1,0,2,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001120,NH,"SKY VIEW REHABILITATION AND HEALTH CARE CENTER, LLC",05/05/2020,3,2,3,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001125,NH,ST CABRINI NURSING HOME,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000950,NH,ST. JAMES REHABILITATION & HEALTHCARE CENTER,05/05/2020,2,5,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,006300,NH,NEW YORK STATE VETERANS HOME AT MONTROSE,05/05/2020,3,4,2,1
Western Regional Office - Rochester,STEUBEN,004156,NH,IRA DAVENPORT MEMORIAL HOSPITAL SNF/HRF,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001068,NH,THE WARTBURG HOME,05/05/2020,1,0,4,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000909,NH,SURGE REHABILITATION AND NURSING LLC,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003989,NH,GURWIN JEWISH NURSING AND REHABILITATION CENTER,05/05/2020,3,1,2,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001148,NH,THE PARAMOUNT AT SOMERS REHABILITATION AND NURSING CENTER,05/05/2020,4,1,4,2
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000784,NH,NORTHERN MANOR GERIATRIC CENTER INC,05/05/2020,1,0,0,2
Metropolitan Area Regional Office - Long Island,SUFFOLK,000899,NH,WATERS EDGE REHAB & NURSING CENTER AT PORT JEFFERSON,05/05/2020,3,0,3,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001109,NH,YONKERS GARDENS CENTER FOR NURSING AND REHABILITATION,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000787,NH,"FRIEDWALD CENTER FOR REHABILITATION AND NURSING, LLC",05/05/2020,5,3,3,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007605,NH,THE GROVE AT VALHALLA REHABILITATION AND NURSING CENTER,05/05/2020,3,1,1,1
Metropolitan Area Regional Office - New Rochelle,ROCKLAND,000785,NH,TOLSTOY FOUNDATION REHABILITATION AND NURSING CENTER,05/05/2020,2,1,1,0
Metropolitan Area Regional Office - New York City,RICHMOND,001753,NH,SILVER LAKE SPECIALIZED REHABILITATION AND CARE CENTER,05/05/2020,1,0,0,2
Metropolitan Area Regional Office - Long Island,SUFFOLK,000941,NH,ACADIA CENTER FOR NURSING AND REHABILITATION,05/05/2020,3,2,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000877,NH,BERKSHIRE NURSING & REHABILITATION CENTER,05/05/2020,1,1,0,0
Western Regional Office - Rochester,STEUBEN,000871,NH,"HORNELL GARDENS, LLC",05/05/2020,1,1,0,0
Capital District Regional Office,WASHINGTON,001018,NH,"FORT HUDSON NURSING CENTER, INC.",05/05/2020,5,7,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,002575,NH,DUMONT CENTER FOR REHABILITATION AND NURSING CARE,05/05/2020,1,0,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003422,NH,ST CATHERINE OF SIENA NURSING AND REHABILITATION CARE CENTER,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000934,NH,MOMENTUM AT SOUTH BAY FOR REHABILITATION AND NURSING,05/05/2020,3,7,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006334,NH,MARIA REGINA RESIDENCE INC,05/05/2020,2,1,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,007278,NH,BETHEL NURSING & REHABILITATION CENTER,05/05/2020,2,1,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001093,NH,KING STREET HOME INC,05/05/2020,1,0,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001106,NH,SANS SOUCI REHABILITATION AND NURSING CENTER,05/05/2020,3,0,1,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,000932,NH,ROSS CENTER FOR NURSING AND REHABILITATION,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003421,NH,LONG ISLAND STATE VETERANS HOME,05/05/2020,5,4,2,2
Western Regional Office - Rochester,YATES,001159,NH,SOLDIERS AND SAILORS MEMORIAL HOSPITAL EXTENDED CARE UNIT,05/05/2020,1,2,0,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,004710,NH,TEN BROECK CENTER FOR REHABILITATION & NURSING,05/05/2020,4,10,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006313,NH,JEFFERSON'S FERRY,05/05/2020,2,3,2,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,000912,NH,QUANTUM REHABILITATION AND NURSING LLC,05/05/2020,3,4,1,0
Metropolitan Area Regional Office - New Rochelle,ULSTER,007064,NH,WINGATE OF ULSTER,05/05/2020,3,2,1,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,003765,NH,SALEM HILLS REHABILITATION AND NURSING CENTER,05/05/2020,1,1,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,003826,NH,PECONIC BAY SKILLED NURSING FACILITY,05/05/2020,2,2,0,0
Metropolitan Area Regional Office - Long Island,SUFFOLK,006871,NH,THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,004552,NH,LUXOR NURSING AND REHABILITATION AT SAYVILLE,05/05/2020,2,1,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001042,NH,THE EMERALD PEEK REHABILITATION AND NURSING CENTER,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001059,NH,MARTINE CENTER FOR REHABILITATION AND NURSING,05/05/2020,2,0,1,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,005638,NH,WESTHAMPTON CARE CENTER,05/05/2020,4,5,0,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001134,NH,THE OSBORN,05/05/2020,2,2,0,1
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001126,NH,ANDRUS ON HUDSON,05/05/2020,4,2,0,2
Metropolitan Area Regional Office - New York City,RICHMOND,004823,NH,RICHMOND CENTER FOR REHABILITATION AND SPECIALTY HEALTHCARE,05/05/2020,3,0,2,1
Metropolitan Area Regional Office - New York City,RICHMOND,001756,NH,STATEN ISLAND CARE CENTER,05/05/2020,1,0,2,0
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,001150,NH,NORTH WESTCHESTER RESTORATIVE THERAPY AND NURSING CENTER,05/05/2020,2,1,1,2
Metropolitan Area Regional Office - New York City,RICHMOND,001754,NH,VERRAZANO NURSING HOME,05/05/2020,1,0,0,1
Metropolitan Area Regional Office - Long Island,SUFFOLK,000881,NH,MASSAPEQUA CENTER REHABILITATION & NURSING,05/05/2020,2,2,1,2
Metropolitan Area Regional Office - New Rochelle,WESTCHESTER,800-F-129,OACF,CRESTVIEW MANOR ALP,05/05/2020,1,0,1,0
